step,loss,util,prob
0,0.9999980926513672,0.33721354603767395,0.9999943375587463
1,0.9999969601631165,0.43417900800704956,0.9999929666519165
2,0.9999949336051941,0.5321532487869263,0.9999905228614807
3,0.999993085861206,0.6295955777168274,0.9999889731407166
4,0.9999905824661255,0.726286768913269,0.999987006187439
5,0.9999884963035583,0.8212499618530273,0.9999859929084778
6,0.9999855160713196,0.9133055806159973,0.9999841451644897
7,0.9999831914901733,1.000983476638794,0.9999831914901733
8,0.9999805092811584,1.0829763412475586,0.9999819993972778
9,0.9999781847000122,1.1583682298660278,0.999981164932251
10,0.9999763369560242,1.2266640663146973,0.9999806880950928
11,0.9999743103981018,1.2877788543701172,0.9999800324440002
12,0.9999726414680481,1.3420253992080688,0.9999796152114868
13,0.9999710321426392,1.3899240493774414,0.9999791383743286
14,0.9999697804450989,1.4321329593658447,0.9999788999557495
15,0.9999686479568481,1.4693152904510498,0.9999786615371704
16,0.9999676942825317,1.502122402191162,0.9999784827232361
17,0.9999664425849915,1.531144618988037,0.9999780654907227
18,0.9999656677246094,1.556922197341919,0.9999779462814331
19,0.9999650716781616,1.5799031257629395,0.9999778866767883
