step,loss,util,prob
0,0.9980044,"[[1.0235481 ]
 [1.0012814 ]
 [1.0275159 ]
 [1.1075104 ]
 [1.0589379 ]
 [1.2192878 ]
 [1.0525888 ]
 [1.0008663 ]
 [1.1705593 ]
 [1.1876065 ]
 [1.0565829 ]
 [0.99530417]
 [0.8971567 ]
 [1.0320601 ]
 [1.0253626 ]
 [1.0122336 ]
 [1.039693  ]
 [1.0404481 ]
 [1.0567417 ]
 [1.0405488 ]
 [1.1237706 ]
 [1.0410568 ]
 [1.0355004 ]
 [1.0240678 ]
 [1.0562602 ]
 [1.0391023 ]
 [1.0481734 ]
 [1.3157454 ]
 [1.0421969 ]
 [1.1933386 ]
 [1.0304565 ]
 [1.0216439 ]
 [1.0861624 ]
 [1.0431936 ]
 [1.0159678 ]
 [1.1575062 ]
 [1.0478661 ]
 [1.0241971 ]
 [1.0798612 ]
 [1.2580332 ]
 [1.0312208 ]
 [1.048475  ]
 [0.96353614]
 [1.0481733 ]
 [1.0914787 ]
 [1.0359704 ]
 [1.0401211 ]
 [1.0078758 ]
 [1.0354522 ]
 [1.0488876 ]
 [1.1330686 ]
 [1.0560391 ]
 [1.0496343 ]
 [1.0346622 ]
 [1.083108  ]
 [1.0933455 ]
 [1.030747  ]
 [1.020559  ]
 [0.9013254 ]
 [1.1181777 ]
 [1.037836  ]
 [0.93387365]
 [1.0343218 ]
 [1.0263737 ]
 [1.0217218 ]
 [1.0471438 ]
 [1.0905203 ]
 [1.0704218 ]
 [1.026551  ]
 [1.0404825 ]
 [1.0191216 ]
 [1.0317717 ]
 [1.0301944 ]
 [1.0365396 ]
 [1.0372648 ]
 [1.3977908 ]
 [1.0386395 ]
 [1.1747723 ]
 [1.0385087 ]
 [1.0123765 ]
 [1.0380163 ]
 [1.0549077 ]
 [1.1004636 ]
 [1.0551908 ]
 [0.9483277 ]
 [1.0346727 ]
 [0.89221454]
 [1.0187699 ]
 [1.0215067 ]
 [1.1040403 ]
 [1.0498998 ]
 [1.0331832 ]
 [1.0471169 ]
 [1.0243729 ]
 [1.0547366 ]
 [1.0304744 ]
 [1.0338516 ]
 [1.0433407 ]
 [1.0395396 ]
 [1.0965635 ]]","[[0.9992625 ]
 [0.99995226]
 [0.9997349 ]
 [0.99977726]
 [0.9999975 ]
 [0.9999935 ]
 [0.99920607]
 [0.99863124]
 [0.999323  ]
 [0.99995476]
 [0.9981858 ]
 [0.9998846 ]
 [0.9981522 ]
 [0.9999996 ]
 [0.9968537 ]
 [0.9980387 ]
 [0.99998355]
 [0.9999991 ]
 [0.99999946]
 [0.9930706 ]
 [0.9999666 ]
 [0.99999326]
 [0.9981953 ]
 [0.99966973]
 [0.9940253 ]
 [0.99999344]
 [0.9952041 ]
 [0.99999845]
 [1.        ]
 [0.99999946]
 [0.9771168 ]
 [0.9565171 ]
 [0.9994237 ]
 [0.99923986]
 [0.99790233]
 [0.99996585]
 [0.9999149 ]
 [0.9867091 ]
 [0.9999994 ]
 [0.99998933]
 [0.9998002 ]
 [0.9991136 ]
 [0.9995085 ]
 [0.9998613 ]
 [0.9997085 ]
 [0.99837214]
 [0.9999454 ]
 [0.99998266]
 [0.99963105]
 [0.9992236 ]
 [0.999867  ]
 [0.9996983 ]
 [0.99910736]
 [0.99969727]
 [0.99999833]
 [0.99986845]
 [0.9884008 ]
 [0.9999796 ]
 [0.9999511 ]
 [0.9983894 ]
 [0.9999994 ]
 [0.99990827]
 [0.999888  ]
 [0.99976456]
 [0.9999972 ]
 [0.9968668 ]
 [0.99995387]
 [0.99990684]
 [0.998181  ]
 [0.9996381 ]
 [0.9987093 ]
 [0.9976882 ]
 [0.99989146]
 [0.9998493 ]
 [0.9966588 ]
 [0.9998359 ]
 [0.99897045]
 [0.9999996 ]
 [0.97785056]
 [0.99986124]
 [0.9991788 ]
 [0.9999103 ]
 [0.9999851 ]
 [0.9991916 ]
 [0.9997485 ]
 [0.9997274 ]
 [0.9970624 ]
 [0.9999703 ]
 [0.99948716]
 [0.99999905]
 [0.99999344]
 [0.99751586]
 [0.99999547]
 [0.9999593 ]
 [0.9966483 ]
 [0.9999586 ]
 [0.99108684]
 [0.99982685]
 [0.9997159 ]
 [0.99998766]]"
1,0.99863315,"[[1.049992  ]
 [1.0272384 ]
 [1.0546014 ]
 [1.1305621 ]
 [1.084429  ]
 [1.2377219 ]
 [1.078409  ]
 [1.0272753 ]
 [1.1896623 ]
 [1.2064005 ]
 [1.082448  ]
 [1.0215575 ]
 [0.92379665]
 [1.0586993 ]
 [1.051742  ]
 [1.0384285 ]
 [1.0656692 ]
 [1.0670807 ]
 [1.0817639 ]
 [1.066729  ]
 [1.1461842 ]
 [1.067028  ]
 [1.0622519 ]
 [1.0500959 ]
 [1.0818726 ]
 [1.065775  ]
 [1.0739682 ]
 [1.3280427 ]
 [1.0691067 ]
 [1.212286  ]
 [1.0569577 ]
 [1.0481994 ]
 [1.1097864 ]
 [1.0695096 ]
 [1.0423992 ]
 [1.1778315 ]
 [1.0734656 ]
 [1.0505859 ]
 [1.1042981 ]
 [1.273405  ]
 [1.0577719 ]
 [1.0742161 ]
 [0.9898439 ]
 [1.0745836 ]
 [1.1152543 ]
 [1.0624367 ]
 [1.0659926 ]
 [1.0350573 ]
 [1.0621796 ]
 [1.0749012 ]
 [1.1545334 ]
 [1.0816951 ]
 [1.0752207 ]
 [1.0613072 ]
 [1.107139  ]
 [1.1166809 ]
 [1.0577942 ]
 [1.0469719 ]
 [0.9275787 ]
 [1.14115   ]
 [1.0648667 ]
 [0.95979744]
 [1.0611274 ]
 [1.0531538 ]
 [1.0493602 ]
 [1.0728942 ]
 [1.1141009 ]
 [1.0949152 ]
 [1.0526179 ]
 [1.0664593 ]
 [1.0460851 ]
 [1.0580225 ]
 [1.0569519 ]
 [1.0631224 ]
 [1.0634063 ]
 [1.4057758 ]
 [1.0648848 ]
 [1.1946764 ]
 [1.06459   ]
 [1.0392634 ]
 [1.0642185 ]
 [1.0805645 ]
 [1.1231805 ]
 [1.0806754 ]
 [0.97513   ]
 [1.0613781 ]
 [0.91846436]
 [1.0449097 ]
 [1.047945  ]
 [1.128005  ]
 [1.075568  ]
 [1.0595284 ]
 [1.0732532 ]
 [1.051498  ]
 [1.0802711 ]
 [1.0568439 ]
 [1.0605364 ]
 [1.069539  ]
 [1.0658494 ]
 [1.1197697 ]]","[[0.9995133 ]
 [0.99995685]
 [0.9998018 ]
 [0.9998443 ]
 [0.99999785]
 [0.9999941 ]
 [0.99944395]
 [0.9989843 ]
 [0.999505  ]
 [0.9999628 ]
 [0.99864465]
 [0.99992347]
 [0.99907124]
 [0.99999964]
 [0.99763346]
 [0.99862   ]
 [0.9999877 ]
 [0.99999934]
 [0.9999995 ]
 [0.9947895 ]
 [0.9999744 ]
 [0.9999936 ]
 [0.9986834 ]
 [0.9997562 ]
 [0.9954509 ]
 [0.999995  ]
 [0.9963417 ]
 [0.99999857]
 [1.        ]
 [0.9999995 ]
 [0.98330104]
 [0.9761458 ]
 [0.99961466]
 [0.999436  ]
 [0.99873227]
 [0.99997425]
 [0.99993867]
 [0.9924064 ]
 [0.9999995 ]
 [0.99999094]
 [0.99984074]
 [0.9993363 ]
 [0.99961066]
 [0.9999045 ]
 [0.99980545]
 [0.9989372 ]
 [0.99996084]
 [0.9999883 ]
 [0.9997453 ]
 [0.99946266]
 [0.9999015 ]
 [0.9997847 ]
 [0.9992648 ]
 [0.9998062 ]
 [0.9999986 ]
 [0.99990165]
 [0.99205   ]
 [0.9999836 ]
 [0.9999671 ]
 [0.9989121 ]
 [0.9999995 ]
 [0.99992436]
 [0.9999234 ]
 [0.9998346 ]
 [0.9999979 ]
 [0.99790895]
 [0.99996454]
 [0.9999377 ]
 [0.99862397]
 [0.9997358 ]
 [0.99904674]
 [0.9981762 ]
 [0.9999261 ]
 [0.9998915 ]
 [0.99752235]
 [0.9998674 ]
 [0.99925184]
 [0.9999996 ]
 [0.9849999 ]
 [0.99990654]
 [0.99942315]
 [0.9999363 ]
 [0.9999884 ]
 [0.99934536]
 [0.99979   ]
 [0.9997998 ]
 [0.9979753 ]
 [0.99997866]
 [0.9996878 ]
 [0.9999992 ]
 [0.9999948 ]
 [0.99817765]
 [0.999996  ]
 [0.999965  ]
 [0.99760824]
 [0.99996835]
 [0.993473  ]
 [0.9998696 ]
 [0.9997684 ]
 [0.9999912 ]]"
2,0.99906397,"[[1.0738695 ]
 [1.0506636 ]
 [1.079533  ]
 [1.1518624 ]
 [1.1075875 ]
 [1.2537498 ]
 [1.1015205 ]
 [1.0509844 ]
 [1.2071351 ]
 [1.2234651 ]
 [1.1062481 ]
 [1.0451796 ]
 [0.94781405]
 [1.0830445 ]
 [1.0753777 ]
 [1.0619825 ]
 [1.0889803 ]
 [1.0914088 ]
 [1.1044711 ]
 [1.0902013 ]
 [1.1665868 ]
 [1.090458  ]
 [1.086258  ]
 [1.0745977 ]
 [1.1050799 ]
 [1.089908  ]
 [1.0972589 ]
 [1.3393133 ]
 [1.0936967 ]
 [1.2296121 ]
 [1.0808139 ]
 [1.0721393 ]
 [1.1311461 ]
 [1.0931067 ]
 [1.0661092 ]
 [1.1962079 ]
 [1.0970074 ]
 [1.0742284 ]
 [1.1262274 ]
 [1.2874849 ]
 [1.0818713 ]
 [1.0977212 ]
 [1.01348   ]
 [1.0984825 ]
 [1.1371446 ]
 [1.0861573 ]
 [1.0897152 ]
 [1.0596325 ]
 [1.086397  ]
 [1.0984596 ]
 [1.174111  ]
 [1.1047678 ]
 [1.098335  ]
 [1.0853117 ]
 [1.1292179 ]
 [1.1377447 ]
 [1.0823267 ]
 [1.0708673 ]
 [0.9513355 ]
 [1.1621447 ]
 [1.0894935 ]
 [0.98329926]
 [1.0853409 ]
 [1.0772815 ]
 [1.0744886 ]
 [1.0961545 ]
 [1.1353863 ]
 [1.1171992 ]
 [1.0765368 ]
 [1.0898701 ]
 [1.070583  ]
 [1.0817115 ]
 [1.0811181 ]
 [1.0871829 ]
 [1.086939  ]
 [1.4130869 ]
 [1.0885775 ]
 [1.212799  ]
 [1.0880849 ]
 [1.0636184 ]
 [1.0880693 ]
 [1.1037894 ]
 [1.1444726 ]
 [1.1036481 ]
 [0.9994175 ]
 [1.0857193 ]
 [0.9419884 ]
 [1.0684489 ]
 [1.0717392 ]
 [1.1493968 ]
 [1.0986303 ]
 [1.0832385 ]
 [1.0969564 ]
 [1.076101  ]
 [1.1033124 ]
 [1.0806882 ]
 [1.0846827 ]
 [1.0931816 ]
 [1.0896286 ]
 [1.1408523 ]]","[[0.99964166]
 [0.9999677 ]
 [0.9998846 ]
 [0.9998924 ]
 [0.9999984 ]
 [0.9999962 ]
 [0.99961644]
 [0.99927926]
 [0.9996974 ]
 [0.9999724 ]
 [0.9992137 ]
 [0.99993604]
 [0.9994092 ]
 [0.99999976]
 [0.9982646 ]
 [0.9990036 ]
 [0.99999285]
 [0.9999994 ]
 [0.9999996 ]
 [0.99684393]
 [0.99997973]
 [0.9999961 ]
 [0.99899405]
 [0.9998413 ]
 [0.9978066 ]
 [0.9999968 ]
 [0.9978395 ]
 [0.9999991 ]
 [1.        ]
 [0.9999996 ]
 [0.98857176]
 [0.9845505 ]
 [0.9997015 ]
 [0.99960893]
 [0.9991546 ]
 [0.9999796 ]
 [0.99995315]
 [0.9959925 ]
 [0.9999996 ]
 [0.99999315]
 [0.99988014]
 [0.99956983]
 [0.99974275]
 [0.999923  ]
 [0.99986446]
 [0.99915814]
 [0.99996585]
 [0.99999285]
 [0.9998354 ]
 [0.99965847]
 [0.9999362 ]
 [0.9998737 ]
 [0.99958384]
 [0.9998705 ]
 [0.99999887]
 [0.99992216]
 [0.9943243 ]
 [0.9999879 ]
 [0.9999728 ]
 [0.999305  ]
 [0.99999964]
 [0.9999447 ]
 [0.999952  ]
 [0.99988234]
 [0.9999986 ]
 [0.9983314 ]
 [0.99997973]
 [0.99995023]
 [0.9989142 ]
 [0.99978805]
 [0.99930537]
 [0.9990744 ]
 [0.99994934]
 [0.99991375]
 [0.99821746]
 [0.9999334 ]
 [0.9996242 ]
 [0.99999976]
 [0.9892927 ]
 [0.99993247]
 [0.99961233]
 [0.9999621 ]
 [0.9999907 ]
 [0.99964726]
 [0.99988943]
 [0.99985045]
 [0.99849993]
 [0.99998397]
 [0.99975646]
 [0.99999934]
 [0.9999955 ]
 [0.9987186 ]
 [0.99999696]
 [0.999971  ]
 [0.99863446]
 [0.99997634]
 [0.9942797 ]
 [0.9998939 ]
 [0.99981517]
 [0.9999937 ]]"
3,0.9994578,"[[1.094486  ]
 [1.070944  ]
 [1.1011858 ]
 [1.1705369 ]
 [1.1275355 ]
 [1.2670364 ]
 [1.1213189 ]
 [1.0714045 ]
 [1.2223957 ]
 [1.2381245 ]
 [1.1268108 ]
 [1.0655526 ]
 [0.96851426]
 [1.1040176 ]
 [1.0956987 ]
 [1.0822871 ]
 [1.1090785 ]
 [1.1123166 ]
 [1.124139  ]
 [1.1103705 ]
 [1.1841155 ]
 [1.1106243 ]
 [1.1068543 ]
 [1.0980126 ]
 [1.1250622 ]
 [1.1106341 ]
 [1.1173116 ]
 [1.3489932 ]
 [1.1147422 ]
 [1.244424  ]
 [1.1013595 ]
 [1.0927898 ]
 [1.1495792 ]
 [1.1133502 ]
 [1.086502  ]
 [1.2120003 ]
 [1.1175643 ]
 [1.0945455 ]
 [1.1450018 ]
 [1.2995763 ]
 [1.1027594 ]
 [1.1180704 ]
 [1.0338427 ]
 [1.118952  ]
 [1.1562358 ]
 [1.1065162 ]
 [1.1104211 ]
 [1.0807036 ]
 [1.1072431 ]
 [1.1187308 ]
 [1.191007  ]
 [1.1245704 ]
 [1.1182238 ]
 [1.1059499 ]
 [1.1483319 ]
 [1.1558862 ]
 [1.1034927 ]
 [1.0915334 ]
 [0.9719058 ]
 [1.18001   ]
 [1.1104673 ]
 [1.0037242 ]
 [1.1061832 ]
 [1.098027  ]
 [1.096043  ]
 [1.1161993 ]
 [1.1537237 ]
 [1.1363988 ]
 [1.0975442 ]
 [1.1100602 ]
 [1.0917023 ]
 [1.1021724 ]
 [1.1019027 ]
 [1.1079017 ]
 [1.1072121 ]
 [1.4193655 ]
 [1.1089875 ]
 [1.2283154 ]
 [1.1083363 ]
 [1.0846187 ]
 [1.1086819 ]
 [1.1237978 ]
 [1.163294  ]
 [1.1234    ]
 [1.0203793 ]
 [1.1066772 ]
 [0.9622381 ]
 [1.0887749 ]
 [1.092248  ]
 [1.1675706 ]
 [1.1184701 ]
 [1.1036628 ]
 [1.1173394 ]
 [1.0972983 ]
 [1.1231692 ]
 [1.1012977 ]
 [1.105465  ]
 [1.1135612 ]
 [1.1100676 ]
 [1.1590159 ]]","[[0.99972105]
 [0.99997747]
 [0.9999188 ]
 [0.9999282 ]
 [0.99999917]
 [0.999997  ]
 [0.9997352 ]
 [0.99966425]
 [0.9997911 ]
 [0.9999832 ]
 [0.99946696]
 [0.9999671 ]
 [0.99961436]
 [0.9999999 ]
 [0.9989142 ]
 [0.9994139 ]
 [0.99999535]
 [0.9999997 ]
 [0.99999976]
 [0.9977756 ]
 [0.99998933]
 [0.9999981 ]
 [0.9994937 ]
 [0.99988383]
 [0.99847066]
 [0.99999714]
 [0.99887073]
 [0.9999993 ]
 [1.        ]
 [0.99999976]
 [0.9923576 ]
 [0.99189335]
 [0.9998341 ]
 [0.99979496]
 [0.9995303 ]
 [0.99998784]
 [0.99997336]
 [0.9972361 ]
 [0.99999964]
 [0.99999595]
 [0.9999198 ]
 [0.9997963 ]
 [0.9998563 ]
 [0.99994147]
 [0.9999127 ]
 [0.9994748 ]
 [0.9999881 ]
 [0.9999954 ]
 [0.9999151 ]
 [0.9998494 ]
 [0.99996537]
 [0.9999489 ]
 [0.9997541 ]
 [0.9999193 ]
 [0.9999991 ]
 [0.9999542 ]
 [0.9973947 ]
 [0.9999921 ]
 [0.99997973]
 [0.9995386 ]
 [0.9999997 ]
 [0.99996567]
 [0.999975  ]
 [0.9999219 ]
 [0.9999989 ]
 [0.9992805 ]
 [0.99998367]
 [0.9999654 ]
 [0.99941   ]
 [0.99984866]
 [0.9995284 ]
 [0.99931926]
 [0.99997336]
 [0.9999535 ]
 [0.99882555]
 [0.9999482 ]
 [0.99976486]
 [0.9999998 ]
 [0.9945039 ]
 [0.9999519 ]
 [0.99975586]
 [0.9999709 ]
 [0.99999386]
 [0.9998253 ]
 [0.99991524]
 [0.99990535]
 [0.9989745 ]
 [0.999989  ]
 [0.99984986]
 [0.9999995 ]
 [0.9999974 ]
 [0.9993395 ]
 [0.9999975 ]
 [0.99998736]
 [0.9991903 ]
 [0.99998593]
 [0.9978444 ]
 [0.9999368 ]
 [0.99991363]
 [0.99999547]]"
4,0.9996864,"[[1.1113383 ]
 [1.0875854 ]
 [1.1187786 ]
 [1.1858144 ]
 [1.1437309 ]
 [1.2776647 ]
 [1.1374059 ]
 [1.0880835 ]
 [1.2349476 ]
 [1.2499918 ]
 [1.1434151 ]
 [1.0822079 ]
 [0.98540175]
 [1.121001  ]
 [1.1122781 ]
 [1.0988821 ]
 [1.1255248 ]
 [1.129207  ]
 [1.1402463 ]
 [1.1268066 ]
 [1.1982925 ]
 [1.1270375 ]
 [1.1236053 ]
 [1.1186044 ]
 [1.1412996 ]
 [1.1274405 ]
 [1.1336262 ]
 [1.3567946 ]
 [1.1316475 ]
 [1.2563789 ]
 [1.1181192 ]
 [1.1096568 ]
 [1.1646227 ]
 [1.1297997 ]
 [1.1031413 ]
 [1.2248199 ]
 [1.1344482 ]
 [1.1111066 ]
 [1.1602284 ]
 [1.3093206 ]
 [1.1198543 ]
 [1.1346494 ]
 [1.0504782 ]
 [1.1354897 ]
 [1.1717654 ]
 [1.1230817 ]
 [1.1274183 ]
 [1.0977626 ]
 [1.1241771 ]
 [1.1351904 ]
 [1.2047069 ]
 [1.1406616 ]
 [1.1344002 ]
 [1.1227429 ]
 [1.1638651 ]
 [1.1706624 ]
 [1.1206974 ]
 [1.1084454 ]
 [0.98876244]
 [1.1943717 ]
 [1.12727   ]
 [1.0205293 ]
 [1.123138  ]
 [1.1149039 ]
 [1.1134535 ]
 [1.132532  ]
 [1.1686636 ]
 [1.1519858 ]
 [1.1148475 ]
 [1.126554  ]
 [1.1088616 ]
 [1.1189084 ]
 [1.1188018 ]
 [1.1247573 ]
 [1.1237587 ]
 [1.4244266 ]
 [1.1256199 ]
 [1.2408273 ]
 [1.124868  ]
 [1.101727  ]
 [1.1254693 ]
 [1.1400682 ]
 [1.1787007 ]
 [1.1394701 ]
 [1.0374655 ]
 [1.1236577 ]
 [0.97878164]
 [1.1054051 ]
 [1.1089957 ]
 [1.1822467 ]
 [1.1346462 ]
 [1.1203272 ]
 [1.1338762 ]
 [1.114536  ]
 [1.1393394 ]
 [1.1181543 ]
 [1.1223582 ]
 [1.1301812 ]
 [1.1266669 ]
 [1.1737683 ]]","[[0.99987596]
 [0.9999871 ]
 [0.99994826]
 [0.99996305]
 [0.99999946]
 [0.99999774]
 [0.9998882 ]
 [0.99986005]
 [0.9998488 ]
 [0.9999872 ]
 [0.9996699 ]
 [0.9999797 ]
 [0.9996759 ]
 [0.9999999 ]
 [0.99952316]
 [0.99957454]
 [0.99999654]
 [0.9999997 ]
 [0.99999976]
 [0.99878055]
 [0.9999931 ]
 [0.999999  ]
 [0.9997251 ]
 [0.9999304 ]
 [0.9991924 ]
 [0.9999978 ]
 [0.99939877]
 [0.99999946]
 [1.        ]
 [0.9999998 ]
 [0.9967755 ]
 [0.99516124]
 [0.99987537]
 [0.99986523]
 [0.99964863]
 [0.9999925 ]
 [0.9999833 ]
 [0.9979077 ]
 [0.9999997 ]
 [0.9999973 ]
 [0.99995714]
 [0.99987286]
 [0.99992365]
 [0.99997294]
 [0.99994576]
 [0.99970466]
 [0.99999166]
 [0.9999963 ]
 [0.9999424 ]
 [0.9998902 ]
 [0.9999712 ]
 [0.999969  ]
 [0.99984133]
 [0.9999286 ]
 [0.9999994 ]
 [0.99996954]
 [0.99850297]
 [0.99999535]
 [0.9999851 ]
 [0.9997267 ]
 [0.99999976]
 [0.99997425]
 [0.99998456]
 [0.9999579 ]
 [0.99999934]
 [0.99951893]
 [0.99998593]
 [0.9999735 ]
 [0.9996242 ]
 [0.99991196]
 [0.9996879 ]
 [0.9995209 ]
 [0.99998266]
 [0.9999658 ]
 [0.9992566 ]
 [0.99996686]
 [0.99980575]
 [0.9999999 ]
 [0.99642074]
 [0.9999675 ]
 [0.99984366]
 [0.9999753 ]
 [0.99999493]
 [0.99985564]
 [0.9999576 ]
 [0.99994206]
 [0.9996507 ]
 [0.9999944 ]
 [0.999898  ]
 [0.9999996 ]
 [0.9999978 ]
 [0.9997525 ]
 [0.9999989 ]
 [0.99999005]
 [0.9994948 ]
 [0.9999891 ]
 [0.9991357 ]
 [0.9999603 ]
 [0.9999442 ]
 [0.99999607]]"
5,0.9997927,"[[1.1245708]
 [1.1006954]
 [1.1324453]
 [1.1976688]
 [1.1563569]
 [1.2859286]
 [1.1499768]
 [1.1011689]
 [1.2448369]
 [1.2592353]
 [1.1562716]
 [1.0952865]
 [0.9986305]
 [1.1342267]
 [1.1252766]
 [1.1119102]
 [1.1384501]
 [1.1423408]
 [1.1529102]
 [1.1396816]
 [1.2093213]
 [1.1398684]
 [1.1367018]
 [1.1332446]
 [1.1539726]
 [1.140547 ]
 [1.1463712]
 [1.3628485]
 [1.144722 ]
 [1.2656734]
 [1.1312526]
 [1.1228844]
 [1.1764138]
 [1.1426578]
 [1.1161928]
 [1.2348291]
 [1.147713 ]
 [1.1240814]
 [1.1721177]
 [1.3168814]
 [1.1332554]
 [1.1476039]
 [1.06353  ]
 [1.1483402]
 [1.1838017]
 [1.1360415]
 [1.1407508]
 [1.1110399]
 [1.1373914]
 [1.1480273]
 [1.2153646]
 [1.153234 ]
 [1.1470492]
 [1.1358793]
 [1.1759797]
 [1.1822234]
 [1.1340995]
 [1.1217322]
 [1.0020181]
 [1.2055148]
 [1.1402901]
 [1.0337876]
 [1.1363808]
 [1.1280996]
 [1.1269901]
 [1.1453137]
 [1.1803516]
 [1.1641526]
 [1.128359 ]
 [1.1394986]
 [1.1222553]
 [1.1320524]
 [1.13201  ]
 [1.1379334]
 [1.1367357]
 [1.4283546]
 [1.1386453]
 [1.2505429]
 [1.1378322]
 [1.1151189]
 [1.1385845]
 [1.1527663]
 [1.190665 ]
 [1.1520412]
 [1.0508331]
 [1.1368873]
 [0.9917648]
 [1.1184647]
 [1.1221287]
 [1.1936647]
 [1.147322 ]
 [1.1333846]
 [1.146778 ]
 [1.1280105]
 [1.151977 ]
 [1.1313933]
 [1.1355541]
 [1.1431923]
 [1.1396254]
 [1.1852865]]","[[0.99994177]
 [0.9999894 ]
 [0.9999658 ]
 [0.99997604]
 [0.9999996 ]
 [0.9999984 ]
 [0.9999284 ]
 [0.9999078 ]
 [0.9999    ]
 [0.99999076]
 [0.9998357 ]
 [0.9999893 ]
 [0.99984246]
 [0.9999999 ]
 [0.99978554]
 [0.9997231 ]
 [0.99999803]
 [0.99999976]
 [0.9999998 ]
 [0.9991438 ]
 [0.9999944 ]
 [0.9999992 ]
 [0.999754  ]
 [0.99994904]
 [0.9994483 ]
 [0.99999875]
 [0.9996372 ]
 [0.99999964]
 [1.        ]
 [0.9999998 ]
 [0.9982031 ]
 [0.9963017 ]
 [0.9999123 ]
 [0.99992454]
 [0.9997498 ]
 [0.9999942 ]
 [0.99998873]
 [0.9982186 ]
 [0.9999998 ]
 [0.9999981 ]
 [0.9999813 ]
 [0.9998838 ]
 [0.9999304 ]
 [0.9999798 ]
 [0.9999607 ]
 [0.9998595 ]
 [0.9999944 ]
 [0.9999975 ]
 [0.99996996]
 [0.9999415 ]
 [0.9999819 ]
 [0.99997944]
 [0.9998841 ]
 [0.9999526 ]
 [0.99999964]
 [0.9999778 ]
 [0.9992058 ]
 [0.9999961 ]
 [0.99999183]
 [0.9998286 ]
 [0.9999998 ]
 [0.9999808 ]
 [0.99998945]
 [0.99997896]
 [0.99999946]
 [0.9996934 ]
 [0.9999897 ]
 [0.9999827 ]
 [0.9997992 ]
 [0.9999316 ]
 [0.99978346]
 [0.9996754 ]
 [0.9999904 ]
 [0.99997157]
 [0.9996339 ]
 [0.9999699 ]
 [0.9998418 ]
 [0.9999999 ]
 [0.9979908 ]
 [0.9999842 ]
 [0.99991125]
 [0.99998033]
 [0.99999565]
 [0.99987084]
 [0.9999706 ]
 [0.9999653 ]
 [0.9997502 ]
 [0.9999964 ]
 [0.99992836]
 [0.9999997 ]
 [0.99999833]
 [0.99979556]
 [0.99999934]
 [0.9999919 ]
 [0.99966115]
 [0.99999297]
 [0.9994622 ]
 [0.9999644 ]
 [0.99996364]
 [0.9999969 ]]"
